identifier,entityName,attributeName,attributeDefinition,attributeLabel,attributeUnit,ECSO_,who,notes
doi:10.18739/A2ZV6R,201118-SWL-0034_BC(5)_4.cnv,sal00,"salinity, the concentration of dissolved salts in water",,practicalSalinityUnits,00001164,SC,
doi:10.18739/A2ZV6R,201118-SWL-0030_BC(5)_8.cnv,sal00,"salinity, the concentration of dissolved salts in water",,practicalSalinityUnits,00001164,SC,
doi:10.18739/A2ZV6R,201118-SWL-0036_BC(5)_2.cnv,sal00,"salinity, the concentration of dissolved salts in water",,practicalSalinityUnits,00001164,SC,
doi:10.18739/A2ZV6R,201118-SWL-0032_BC(5)_6.cnv,sal00,"salinity, the concentration of dissolved salts in water",,practicalSalinityUnits,00001164,SC,
doi:10.18739/A2ZV6R,201118-SWL-0033_BC(5)_5.cnv,sal00,"salinity, the concentration of dissolved salts in water",,practicalSalinityUnits,00001164,SC,
doi:10.18739/A2ZV6R,201118-SWL-0031_BC(5)_7.cnv,sal00,"salinity, the concentration of dissolved salts in water",,practicalSalinityUnits,00001164,SC,
doi:10.18739/A2ZV6R,201118-SWL-0035_BC(5)_3.cnv,sal00,"salinity, the concentration of dissolved salts in water",,practicalSalinityUnits,00001164,SC,
doi:10.18739/A2ZV6R,201118-SWL-0029_BC(5)_9.cnv,sal00,"salinity, the concentration of dissolved salts in water",,practicalSalinityUnits,00001164,SC,
doi:10.18739/A2ZV6R,201118-SWL-0037_BC(5)_1.cnv,sal00,"salinity, the concentration of dissolved salts in water",,practicalSalinityUnits,00001164,SC,
doi:10.18739/A2FF8Q,AOFB15.nc,S,Salinity.,,practicalSalinityUnits,00001164,SC,
doi:10.18739/A22V25,SWL16_Bottle_data.csv,CTDSalt_2,Second CTD salinity measurement,,practicalSalinityUnit,00001164,SC,
doi:10.18739/A25T3FZ8X,NPEOchemdata2011.csv,Salinity_1,Second measurement of salinity,,Practical Salinity Unit,00001164,SC,
doi:10.18739/A25T3FZ8X,NPEO2010BottleData.csv,salinity_B,Second measurement of salinity,,Practical Salinity Unit,00001164,SC,
urn:uuid:8400608d-cecd-4b48-a446-4dacf4b43435,SWL15_Bottle_data v2.csv,salinity1,second salinity measurement,,practicalSalinityUnits,00001164,SC,
doi:10.18739/A2J80W,SCARFs 2016 estuary data,Salinity,the concentration of dissolved salts in water,,practicalSalinityUnits,00001164,SC,
doi:10.18739/A2SR5S,SCARFs 2015 estuary data,Salinity,the concentration of dissolved salts in water,,practicalSalinityUnits,00001164,SC,
doi:10.18739/A2QC40,SUPER_2013.csv,Salinity,The salinity at the coordinates.,,practicalSalinityUnit,00001164,SC,
doi:10.18739/A2QC40,SUPER_2012.csv,Salinity,The salinity at the coordinates.,,practicalSalinityUnit,00001164,SC,
doi:10.18739/A2QC40,SUPER_2014.csv,Salinity,The salinity at the coordinates.,,practicalSalinityUnit,00001164,SC,
doi:10.18739/A21R6N07K,2013_ITP72_SAMI56.csv,Sal,The salinity of the point.,Salinity,practicalSalinityUnit,00001164,SC,
doi:10.18739/A21R6N07K,2013_ITP69_SAMI58.csv,Sal,The salinity of the point.,Salinity,practicalSalinityUnit,00001164,SC,
doi:10.18739/A21R6N07K,2013_ITP59_SAMI55.csv,Sal,The salinity of the point.,Salinity,practicalSalinityUnit,00001164,SC,
doi:10.18739/A21R6N07K,2013_ITP68_SAMI57.csv,Sal,The salinity of the point.,Salinity,practicalSalinityUnit,00001164,SC,
doi:10.18739/A21R6N07K,2016_ITP99_SAMI11.csv,Salinity,The salinity of the point.,Salinity,practicalSalinityUnit,00001164,SC,
doi:10.18739/A21R6N07K,2012_ITP60_SAMI57.csv,Salinity,The salinity of the point.,Salinity,practicalSalinityUnit,00001164,SC,
doi:10.18739/A2B69R,BeaufortMethane.csv,Water_salinity,Water salinity,,practicalSalinityUnit,00001164,SC,
doi:10.18739/A2VQ2S94D,cones_and_ages.csv,stand_den,"Forest stand density, number of larch trees per meter squared.",Stand Density,numberPerMeterSquared,00001170,SC,
doi:10.18739/A2M03XW8K,Table_3.5_soil_characteristics.csv,Undecomposed_organics,% dry weight of undecomposed organics,,dimensionless,00001172,,
doi:10.18739/A2VT1GP7Q,Utqiagvik_invertebrate_biomass.csv,length,"Length of invertebrates measured in mm with a stage micrometer, gridded at 1 mm intervals. Invertebrate length measured to nearest 0.25 mm for individuals <2 mm long, nearest 0.5 mm for >2 mm long. '0' = no specimens in sample.",,millimeter,00001177,SC,
doi:10.18739/A2VQ2S94D,duck_soils.csv,wet_soil_wt_g,Weight of the soil subsample used for soil moisture analysis,Wet Soil Weight (g),gram,00001178,SC,
doi:10.18739/A2VQ2S94D,cherskiy_intensive_soils.csv,wet_soil_g,Weight of the wet soil subsample used for soil moisture analysis.,Wet Soil Weight (g),gram,00001178,SC,
https://pasta.lternet.edu/package/metadata/eml/knb-lter-arc/20055/2,2016jschedlbauer_transplant_SLA N data_csv,Narea,Leaf nitrogen content expressed on a leaf area basis (g N m-2),Narea,gramPerMeterSquared,00001179,SC,
https://pasta.lternet.edu/package/metadata/eml/knb-lter-arc/20047/1,2013jmsoils_csv,MBN,Microbial Biomass Nitrogen in soil,MBN,gramPerMeterSquared,00001179,SC,
doi:10.18739/A23K4G,Polaris_2017_Soil.csv,Root N g/m2,Root nitrogen pool scaled to 30cm depth for long cores and 15cm for short cores,,gramsPerSquareMeter,00001179,SC,
doi:10.18739/A23K4G,Polaris_2017_Soil.csv,Root C g/m2,Root carbonpool scaled to 30cm depth for long cores and 15cm for short cores,,gramsPerSquareMeter,00001180,,
doi:10.18739/A2GS1T,Polaris_2017_Vegetation.csv,Species C g/m2,"Sample C proportion multiplied by biomass. For those proportions measured separately by stems and leaves, literature values were used to split biomass into leaf and stem pools.",,gramsPerSquareMeter,00001180,,
doi:10.18739/A23K4G,Polaris_2017_Soil.csv,Soil C g/m2,Soil carbon pool scaled to 30cm depth for long cores and 15 cm for short cores,,gramsPerSquareMeter,00001180,,
doi:10.18739/A2KK3F,Polaris_2017_Permafrost.csv,Frozen C g/m2,Soil carbon pool scaled to segment height,,gramsPerSquareMeter,00001180,,
doi:10.18739/A23K4G,Polaris_2017_Soil.csv,Soil DOC mg/m2,Soil total dissolved organic carbon pool scaled to 30cm depth for long cores and 15 cm for short cores,,milligramsPerSquareMeter,00001180,SC,
doi:10.18739/A2GS1T,Polaris_2017_Vegetation.csv,Total veg C g/m2,Summed C for all harvested aboveground vegetation and lichen within a plot where C proportion was measrued,,gramsPerSquareMeter,00001180,,
doi:10.18739/A21C55,2000lgshttbm.csv,Average.g.m2,Average of all quadrats expressed as grams per square meter,,gramsPerSquareMeter,00001184,,
doi:10.18739/A21C55,2001lgshttbm.csv,Average.g.m2,Average of all quadrats expressed as grams per square meter,,gramsPerSquareMeter,00001184,,
doi:10.18739/A21C55,2000lgshttbm.csv,Average,Average of all quadrats for that species and tissue type.,,gramsPer0.04SquareMeter,00001184,,
doi:10.18739/A21C55,2001lgshttbm.csv,Average,Average of all quadrats for that species and tissue type.,,gramsPer0.04SquareMeter,00001184,,
doi:10.18739/A23K4G,Polaris_2017_Soil.csv,Root biomass g/m2,Coarse (>2mm diameter) root biomass scaled to 30cm depth for long cores and 15 cm depth for short cores,,gramsPerSquareMeter,00001184,,
doi:10.18739/A2M58H,2016_Terrace_biomass.csv,Bioarea_g,Mass of dried biomass by area,,gramsPerSquareMeter,00001184,,
doi:10.18739/A2M58H,2016_Terrace_biomass.csv,DryBiomass_g,Mass of dried biomass sample (g) from 10 x 10 cm quadrat,,gram,00001184,,
doi:10.18739/A21C55,2000lgshttbm.csv,B1Q1,oven dried weight of sample collected in a quadrat. (Code of variable name: B for block and the number following the B is the block number. The Q stands for quadrat with the number following the Q being the quadrat number),,gramsPer0.04SquareMeter,00001184,,
doi:10.18739/A21C55,2001lgshttbm.csv,B1Q1,oven dried weight of sample collected in a quadrat. (Code of variable name: B for block and the number following the B is the block number. The Q stands for quadrat with the number following the Q being the quadrat number),,gramsPer0.04SquareMeter,00001184,,
doi:10.18739/A21C55,2001lgshttbm.csv,B1Q2,oven dried weight of sample collected in a quadrat. (Code of variable name: B for block and the number following the B is the block number. The Q stands for quadrat with the number following the Q being the quadrat number),,gramsPer0.04SquareMeter,00001184,,
doi:10.18739/A21C55,2000lgshttbm.csv,B1Q2,oven dried weight of sample collected in a quadrat. (Code of variable name: B for block and the number following the B is the block number. The Q stands for quadrat with the number following the Q being the quadrat number),,gramsPer0.04SquareMeter,00001184,,
doi:10.18739/A21C55,2001lgshttbm.csv,B1Q3,oven dried weight of sample collected in a quadrat. (Code of variable name: B for block and the number following the B is the block number. The Q stands for quadrat with the number following the Q being the quadrat number),,gramsPer0.04SquareMeter,00001184,,
doi:10.18739/A21C55,2000lgshttbm.csv,B1Q3,oven dried weight of sample collected in a quadrat. (Code of variable name: B for block and the number following the B is the block number. The Q stands for quadrat with the number following the Q being the quadrat number),,gramsPer0.04SquareMeter,00001184,,
doi:10.18739/A21C55,2000lgshttbm.csv,B1Q4,oven dried weight of sample collected in a quadrat. (Code of variable name: B for block and the number following the B is the block number. The Q stands for quadrat with the number following the Q being the quadrat number),,gramsPer0.04SquareMeter,00001184,,
doi:10.18739/A21C55,2001lgshttbm.csv,B1Q4,oven dried weight of sample collected in a quadrat. (Code of variable name: B for block and the number following the B is the block number. The Q stands for quadrat with the number following the Q being the quadrat number),,gramsPer0.04SquareMeter,00001184,,
doi:10.18739/A21C55,2000lgshttbm.csv,B2Q1,oven dried weight of sample collected in a quadrat. (Code of variable name: B for block and the number following the B is the block number. The Q stands for quadrat with the number following the Q being the quadrat number),,gramsPer0.04SquareMeter,00001184,,
doi:10.18739/A21C55,2001lgshttbm.csv,B2Q1,oven dried weight of sample collected in a quadrat. (Code of variable name: B for block and the number following the B is the block number. The Q stands for quadrat with the number following the Q being the quadrat number),,gramsPer0.04SquareMeter,00001184,,
doi:10.18739/A21C55,2000lgshttbm.csv,B2Q2,oven dried weight of sample collected in a quadrat. (Code of variable name: B for block and the number following the B is the block number. The Q stands for quadrat with the number following the Q being the quadrat number),,gramsPer0.04SquareMeter,00001184,,
doi:10.18739/A21C55,2001lgshttbm.csv,B2Q2,oven dried weight of sample collected in a quadrat. (Code of variable name: B for block and the number following the B is the block number. The Q stands for quadrat with the number following the Q being the quadrat number),,gramsPer0.04SquareMeter,00001184,,
doi:10.18739/A21C55,2000lgshttbm.csv,B2Q3,oven dried weight of sample collected in a quadrat. (Code of variable name: B for block and the number following the B is the block number. The Q stands for quadrat with the number following the Q being the quadrat number),,gramsPer0.04SquareMeter,00001184,,
doi:10.18739/A21C55,2001lgshttbm.csv,B2Q3,oven dried weight of sample collected in a quadrat. (Code of variable name: B for block and the number following the B is the block number. The Q stands for quadrat with the number following the Q being the quadrat number),,gramsPer0.04SquareMeter,00001184,,
doi:10.18739/A21C55,2001lgshttbm.csv,B2Q4,oven dried weight of sample collected in a quadrat. (Code of variable name: B for block and the number following the B is the block number. The Q stands for quadrat with the number following the Q being the quadrat number),,gramsPer0.04SquareMeter,00001184,,
doi:10.18739/A21C55,2000lgshttbm.csv,B2Q4,oven dried weight of sample collected in a quadrat. (Code of variable name: B for block and the number following the B is the block number. The Q stands for quadrat with the number following the Q being the quadrat number),,gramsPer0.04SquareMeter,00001184,,
doi:10.18739/A21C55,2001lgshttbm.csv,B3Q1,oven dried weight of sample collected in a quadrat. (Code of variable name: B for block and the number following the B is the block number. The Q stands for quadrat with the number following the Q being the quadrat number),,gramsPer0.04SquareMeter,00001184,,
doi:10.18739/A21C55,2000lgshttbm.csv,B3Q1,oven dried weight of sample collected in a quadrat. (Code of variable name: B for block and the number following the B is the block number. The Q stands for quadrat with the number following the Q being the quadrat number),,gramsPer0.04SquareMeter,00001184,,
doi:10.18739/A21C55,2001lgshttbm.csv,B3Q2,oven dried weight of sample collected in a quadrat. (Code of variable name: B for block and the number following the B is the block number. The Q stands for quadrat with the number following the Q being the quadrat number),,gramsPer0.04SquareMeter,00001184,,
doi:10.18739/A21C55,2000lgshttbm.csv,B3Q2,oven dried weight of sample collected in a quadrat. (Code of variable name: B for block and the number following the B is the block number. The Q stands for quadrat with the number following the Q being the quadrat number),,gramsPer0.04SquareMeter,00001184,,
doi:10.18739/A21C55,2001lgshttbm.csv,B3Q3,oven dried weight of sample collected in a quadrat. (Code of variable name: B for block and the number following the B is the block number. The Q stands for quadrat with the number following the Q being the quadrat number),,gramsPer0.04SquareMeter,00001184,,
doi:10.18739/A21C55,2000lgshttbm.csv,B3Q3,oven dried weight of sample collected in a quadrat. (Code of variable name: B for block and the number following the B is the block number. The Q stands for quadrat with the number following the Q being the quadrat number),,gramsPer0.04SquareMeter,00001184,,
doi:10.18739/A21C55,2000lgshttbm.csv,B3Q4,oven dried weight of sample collected in a quadrat. (Code of variable name: B for block and the number following the B is the block number. The Q stands for quadrat with the number following the Q being the quadrat number),,gramsPer0.04SquareMeter,00001184,,
doi:10.18739/A21C55,2001lgshttbm.csv,B3Q4,oven dried weight of sample collected in a quadrat. (Code of variable name: B for block and the number following the B is the block number. The Q stands for quadrat with the number following the Q being the quadrat number),,gramsPer0.04SquareMeter,00001184,,
doi:10.18739/A21C55,2001lgshttbm.csv,B4Q1,oven dried weight of sample collected in a quadrat. (Code of variable name: B for block and the number following the B is the block number. The Q stands for quadrat with the number following the Q being the quadrat number),,gramsPer0.04SquareMeter,00001184,,
doi:10.18739/A21C55,2000lgshttbm.csv,B4Q1,oven dried weight of sample collected in a quadrat. (Code of variable name: B for block and the number following the B is the block number. The Q stands for quadrat with the number following the Q being the quadrat number),,gramsPer0.04SquareMeter,00001184,,
doi:10.18739/A21C55,2000lgshttbm.csv,B4Q2,oven dried weight of sample collected in a quadrat. (Code of variable name: B for block and the number following the B is the block number. The Q stands for quadrat with the number following the Q being the quadrat number),,gramsPer0.04SquareMeter,00001184,,
doi:10.18739/A21C55,2001lgshttbm.csv,B4Q2,oven dried weight of sample collected in a quadrat. (Code of variable name: B for block and the number following the B is the block number. The Q stands for quadrat with the number following the Q being the quadrat number),,gramsPer0.04SquareMeter,00001184,,
doi:10.18739/A21C55,2000lgshttbm.csv,B4Q3,oven dried weight of sample collected in a quadrat. (Code of variable name: B for block and the number following the B is the block number. The Q stands for quadrat with the number following the Q being the quadrat number),,gramsPer0.04SquareMeter,00001184,,
doi:10.18739/A21C55,2001lgshttbm.csv,B4Q3,oven dried weight of sample collected in a quadrat. (Code of variable name: B for block and the number following the B is the block number. The Q stands for quadrat with the number following the Q being the quadrat number),,gramsPer0.04SquareMeter,00001184,,
doi:10.18739/A21C55,2000lgshttbm.csv,B4Q4,oven dried weight of sample collected in a quadrat. (Code of variable name: B for block and the number following the B is the block number. The Q stands for quadrat with the number following the Q being the quadrat number),,gramsPer0.04SquareMeter,00001184,,
doi:10.18739/A21C55,2001lgshttbm.csv,B4Q4,oven dried weight of sample collected in a quadrat. (Code of variable name: B for block and the number following the B is the block number. The Q stands for quadrat with the number following the Q being the quadrat number),,gramsPer0.04SquareMeter,00001184,,
doi:10.18739/A2GS1T,Polaris_2017_Vegetation.csv,Species Biomass (g/m2),"Summed dry weight of aboveground species or functional group, divided by harvest plot area (0.25 m2)",,gramsPerSquareMeter,00001184,,
doi:10.18739/A2GS1T,Polaris_2017_Vegetation.csv,Total Aboveground Biomass g/m2,"Summed dry weight of aboveground vascular and nonvascular plants and lichen, divided by harvest plot area (0.25 m2)",,gramsPerSquareMeter,00001184,,
doi:10.18739/A2786C,council1999_cfore_flux_99.txt,FMEANP,Mean Licor internal pressure (Kpa),,kilopascal,00001185,SC,
doi:10.18739/A2786C,council2000_cfore_flux_00.txt,FMEANP,Mean Licor internal pressure (Kpa),,kilopascal,00001185,SC,
doi:10.18739/A2786C,council1999_cburn_flux_99.txt,MMEANP,Mean Licor internal pressure (Kpa),,kilopascal,00001185,SC,
doi:10.18739/A2786C,council2000_cburn_flux_00.txt,MMEANP,Mean Licor internal pressure (Kpa),,kilopascal,00001185,SC,
doi:10.18739/A2786C,council2000_ciss2_flux_00.txt,MMEANP,Mean Licor internal pressure (Kpa),,kilopascal,00001185,SC,
doi:10.18739/A2786C,council1999_clows_flux_99.txt,MMEANP,Mean Licor internal pressure (Kpa),,kilopascal,00001185,SC,
doi:10.18739/A2786C,council1999_cwood_flux_99.txt,MMEANP,Mean Licor internal pressure (Kpa),,kilopascal,00001185,SC,
doi:10.18739/A2786C,council2000_cheat_flux_00.txt,MMEANP,Mean Licor internal pressure (Kpa),,kilopascal,00001185,SC,
doi:10.18739/A2786C,council2000_clake_flux_00.txt,MMEANP,Mean Licor internal pressure (Kpa),,kilopascal,00001185,SC,
doi:10.18739/A2786C,council1999_cshrb_flux_99.txt,MMEANP,Mean Licor internal pressure (Kpa),,kilopascal,00001185,SC,
doi:10.18739/A2786C,council2000_cshrb_flux_00.txt,MMEANP,Mean Licor internal pressure (Kpa),,kilopascal,00001185,SC,
doi:10.18739/A2786C,council1999_ctund_flux_99.txt,TMEANP,Mean Licor internal pressure (Kpa),,kilopascal,00001185,SC,
doi:10.18739/A2786C,council2000_ctund_flux_00.txt,TMEANP,Mean Licor internal pressure (Kpa),,kilopascal,00001185,SC,
doi:10.18739/A24G3C,i4_flux.csv,MNP_M,Mean Licor Pressure,,Unit not found in metadata,00001185,SC,
doi:10.18739/A2786C,ivotuk1998_imoss_flux_98.txt,MNP_M,Mean Licor Pressure,,Unit not found in metadata,00001185,SC,
doi:10.18739/A2786C,ivotuk1998_imnt_flux_98.txt,MNP_M,Mean Licor Pressure,,Unit not found in metadata,00001185,SC,
doi:10.18739/A2786C,ivotuk1998_ishrb_flux_98.txt,MNP_M,Mean Licor Pressure,,Unit not found in metadata,00001185,SC,
doi:10.18739/A2786C,ivotuk1998_imat_flux_98.txt,MNP_S,Mean Licor Pressure,,Unit not found in metadata,00001185,SC,
doi:10.18739/A2856N,i3_flux.txt,MNP_M,Mean Licor Pressure,,Unit not found in metadata,00001185,SC,
doi:10.18739/A2CZ6H,i2_flux.csv,MNP_M,Mean Licor Pressure,,Unit not found in metadata,00001185,SC,
doi:10.18739/A2ZC6X,i1_flux.csv,MNP_M,Mean Licor Pressure,,Unit not found in metadata,00001185,SC,
doi:10.18739/A2HG45,Ludwig_aquaticData_Yukon_2018.csv,P,Pressure,,millimeterOfMercury,00001185,SC,
doi:10.18739/A2XW47W12,Thule2017_AWS.dat,"Air Pressure 1-m above sea ice, Mbar",Air Pressure 1-m above sea ice measured in Milibars,press,millibar,00001186,SC,
doi:10.18739/A2H98ZC7V,ETIP.dat,AirPressure,"Air pressure measured every ten minutes at ETIP, in hPa (hectopascals). 1hPa = 100 Pa",Air pressure at ETIP,hectopascal,00001186,SC,
doi:10.18739/A2H98ZC7V,TWLV.dat,AirPressure,"Air pressure measured every ten minutes at ETIP, in hPa (hectopascals). 1hPa = 100 Pa",Air pressure at ETIP,hectopascal,00001186,SC,
doi:10.18739/A2X29N,96_site14_logger_30min_V1.csv,PRESS,"Air Pressure, hPa",,hectopascal,00001186,SC,
doi:10.18739/A2X29N,96_site1_logger_30min_V1.csv,PRESS,"Air Pressure, hPa",,hectopascal,00001186,SC,
doi:10.18739/A2X29N,96_site16_logger_30min_V1.csv,PRESS,"Air Pressure, hPa",,hectopascal,00001186,SC,
doi:10.18739/A2X29N,96_site10_logger_30min_V2.csv,PRESS,"Air Pressure, hPa",,hectopascal,00001186,SC,
doi:10.18739/A2X29N,95_site2_logger_30min_V1.csv,PRESS,"Air Pressure, hPa",,hectopascal,00001186,SC,
doi:10.18739/A2X29N,95_site6_logger_30min_V1.csv,PRESS,"Air Pressure, hPa",,hectopascal,00001186,SC,
doi:10.18739/A2X29N,96-heath-A_logger_30min_V3.csv,PRESS,"Air Pressure, hPa",,hectopascal,00001186,SC,
doi:10.18739/A2X29N,95_site9_logger_30min_V1.csv,PRESS,"Air Pressure, hPa",,hectopascal,00001186,SC,
doi:10.18739/A2X29N,95_site3_logger_30min_V1.csv,PRESS,"Air Pressure, hPa",,hectopascal,00001186,SC,
doi:10.18739/A2X29N,96_site6_logger_30min_V2.csv,PRESS,"Air Pressure, hPa",,hectopascal,00001186,SC,
doi:10.18739/A2X29N,95_site4_logger_30min_V1.csv,PRESS,"Air Pressure, hPa",,hectopascal,00001186,SC,
doi:10.18739/A2X29N,96_site5_logger_30min_V1.csv,PRESS,"Air Pressure, hPa",,hectopascal,00001186,SC,
doi:10.18739/A2X29N,96_site9_logger_30min_V1.csv,PRESS,"Air Pressure, hPa",,hectopascal,00001186,SC,
doi:10.18739/A2X29N,95_site5_logger_30min_V1.csv,PRESS,"Air Pressure, hPa",,hectopascal,00001186,SC,
doi:10.18739/A2X29N,96_site8_logger_30min_V3.csv,PRESS,"Air Pressure, hPa",,hectopascal,00001186,SC,
doi:10.18739/A2X29N,95_sitelake_logger_30min_V1.csv,PRESS,"Air Pressure, hPa",,hectopascal,00001186,SC,
doi:10.18739/A2X29N,96-heath-B_logger_30min_V2.csv,PRESS,"Air Pressure, hPa",,hectopascal,00001186,SC,
doi:10.18739/A2X29N,96_site15_logger_30min_V2.csv,PRESS,"Air Pressure, hPa",,hectopascal,00001186,SC,
doi:10.18739/A2X29N,96_site18_logger_30min_V1.csv,PRESS,"Air Pressure, hPa",,hectopascal,00001186,SC,
doi:10.18739/A2X29N,96_site13_logger_30min_V2.csv,PRESS,"Air Pressure, hPa",,hectopascal,00001186,SC,
doi:10.18739/A2X29N,95_site7_logger_30min_V1.csv,PRESS,"Air Pressure, hPa",,hectopascal,00001186,SC,
doi:10.18739/A2X29N,96_site7_logger_30min_V1.csv,PRESS,"Air Pressure, hPa",,hectopascal,00001186,SC,
doi:10.18739/A2X29N,96_sitelake_logger_30min_V1.csv,PRESS,"Air Pressure, hPa",,hectopascal,00001186,SC,
doi:10.18739/A2X29N,96_site2_logger_30min_V2.csv,PRESS,"Air Pressure, hPa",,hectopascal,00001186,SC,
doi:10.18739/A2X29N,95_site10_logger_30min_V1.csv,PRESS,"Air Pressure, hPa",,hectopascal,00001186,SC,
doi:10.18739/A2X29N,95_site8_logger_30min_V1.csv,PRESS,"Air Pressure, hPa",,hectopascal,00001186,SC,
doi:10.18739/A2X29N,96_site4_logger_30min_V2.csv,PRESS,"Air Pressure, hPa",,hectopascal,00001186,SC,
doi:10.18739/A2X29N,96-heath-A_logger_30min_V2.csv,PRESS,"Air Pressure, hPa",,hectopascal,00001186,SC,
doi:10.18739/A2X29N,96_site3_logger_30min_V1.csv,PRESS,"Air Pressure, hPa",,hectopascal,00001186,SC,
doi:10.18739/A2X29N,95_site1_logger_30min_V1.csv,PRESS,"Air Pressure, hPa",,hectopascal,00001186,SC,
doi:10.18739/A2X29N,96_site17_logger_30min_V2.csv,PRESS,"Air Pressure, hPa",,hectopascal,00001186,SC,
doi:10.18739/A2QN5ZB06,smtmwrlosX1.a1.20170118.000000.cdf,pres,Ambient Pressure,,millibar,00001186,SC,
doi:10.18739/A2QN5ZB06,smtmwrlosX1.a1.20170101.000001.cdf,pres,Ambient Pressure,,millibar,00001186,SC,
doi:10.18739/A20298,Polaris_2017_Aquatic.csv,Atmospheric Pressure (mmHg),Atmospheric pressure,,millimeterOfMercury,00001186,SC,
doi:10.18739/A2129K,AMF_US-Atq_BASE_HH_1-1.csv,PA,Atmospheric pressure,,kilopascal,00001186,SC,
doi:10.18739/A22S2G,2016-co2-v20171129.csv,AtmPres,Atmospheric pressure,,millibar,00001186,SC,
doi:10.18739/A22S2G,2015-co2-v20171129.csv,AtmPres,Atmospheric pressure,,millibar,00001186,SC,
doi:10.18739/A22S2G,2016-met-v20171130.csv,press,Atmospheric pressure,,millibar,00001186,SC,
doi:10.18739/A22S2G,2015-met-v20171130.csv,press,Atmospheric pressure,,millibar,00001186,SC,
doi:10.18739/A24S23,AMF_CA-Qfo_BASE_HH_1-1.csv,PA,Atmospheric pressure,,kilopascal,00001186,SC,
doi:10.18739/A27C6D,AMF_US-Ivo_BASE_HH_2-1.csv,PA,Atmospheric pressure,,kilopascal,00001186,SC,
doi:10.18739/A2858D,AMF_CA-Ojp_BASE_HH_1-1.csv,PA,Atmospheric pressure,,kilopascal,00001186,SC,
doi:10.18739/A2C289,AMF_US-ICt_BASE_HH_2-1.csv,PA,Atmospheric pressure,,kilopascal,00001186,SC,
doi:10.18739/A2CZ88,AMF_CA-Oas_BASE_HH_1-1.csv,PA,Atmospheric pressure,,kilopascal,00001186,SC,
doi:10.18739/A2H29X,AMF_US-ICs_BASE_HH_2-1.csv,PA,Atmospheric pressure,,kilopascal,00001186,SC,
doi:10.18739/A2HW0S,AMF_CA-Man_BASE_HH_2-1.csv,PA,Atmospheric pressure,,kilopascal,00001186,SC,
doi:10.18739/A2MW0Q,AMF_US-ICh_BASE_HH_2-1.csv,PA,Atmospheric pressure,,kilopascal,00001186,SC,
doi:10.18739/A2NS1C,AMF_CA-Gro_BASE_HH_1-1.csv,PA,Atmospheric pressure,,kilopascal,00001186,SC,
doi:10.18739/A2RS2P,AMF_US-EML_BASE_HH_1-4.csv,PA,Atmospheric pressure,,kilopascal,00001186,SC,
doi:10.18739/A2WK4M,AMF_US-Brw_BASE_HH_2-1.csv,PA,Atmospheric pressure,,kilopascal,00001186,SC,
https://pasta.lternet.edu/package/metadata/eml/knb-lter-arc/20033/7,2013_Eugster-Kling_AON_Toolik_met.csv,BP_mbar_Avg,Atmospheric pressure,BP_mbar_Avg,millibar,00001186,SC,
doi:10.18739/A26S1B,OPP-0097439 data_flux_siberia.csv,P,Atmospheric pressure (mb),,millibar,00001186,SC,
doi:10.18739/A2786C,council1999_cfore_climate_99.txt,FPRESS,Atmospheric pressure (mb),,millibar,00001186,SC,
doi:10.18739/A2786C,council2000_cfore_climate_00.txt,FPRESS,Atmospheric pressure (mb),,millibar,00001186,SC,
doi:10.18739/A2508R,UpTempO_2015_07_Healy-FINAL.txt,Sea Level Pressure,Atmospheric pressure at sea level,,millibar,00001186,SC,
doi:10.18739/A2508R,UpTempO_2015_02_SIZRS-FINAL.txt,Sea Level Pressure,Atmospheric pressure at sea level,,millibar,00001186,SC,
doi:10.18739/A2508R,UpTempO_2015_01_Healy-FINAL.txt,Sea Level Pressure,Atmospheric pressure at sea level,,millibar,00001186,SC,
doi:10.18739/A2508R,UpTempO_2015_06_Healy-FINAL.txt,Sea Level Pressure,Atmospheric pressure at sea level,,millibar,00001186,SC,
doi:10.18739/A2508R,UpTempO_2015_04_SIZRS-FINAL.txt,Sea Level Pressure,Atmospheric pressure at sea level,,millibar,00001186,SC,
doi:10.18739/A2508R,UpTempO_2015_03_SIZRS-FINAL.txt,Sea Level Pressure,Atmospheric pressure at sea level,,millibar,00001186,SC,
doi:10.18739/A2508R,UpTempO_2015_08_SIZRS-FINAL.txt,Sea Level Pressure,Atmospheric pressure at sea level,,millibar,00001186,SC,
doi:10.18739/A2508R,UpTempO_2015_05_SIZRS-FINAL.txt,Sea Level Pressure,Atmospheric pressure at sea level,,millibar,00001186,SC,
doi:10.18739/A2RC49,OuyangCHINARE2014.csv,PRES_ATM_SSP,Atmospheric Pressure at the sea surface,,hPa,00001186,SC,
doi:10.18739/A2W266,OuyangCHINARE2012.csv,PRES_ATM_SSP,Atmospheric Pressure at the sea surface,,hPa,00001186,SC,
doi:10.18739/A2K86G,campbell_data60.csv,BP_mmHg_Avg,Average barometric pressure in mm Hg,,millimetersMercury,00001186,SC,
doi:10.18739/A2VW0W,Data_air_1min.csv,Press_radiometers(mbar) ,Barometric pressure,,millibar,00001186,SC,
doi:10.18739/A2VW0W,Data_water_1min.csv,Press_radiometers(mbar) ,Barometric pressure,,millibar,00001186,SC,
doi:10.18739/A2X29N,94_5.csv,BARO,barometric pressure,,millibar,00001186,SC,
