identifier,entityName,attributeName,attributeDefinition,attributeLabel,attributeUnit,ECSO_,who,notes
doi:10.18739/A20298,Polaris_2017_Aquatic.csv,Field flux CO2 mg-C/m2 day,Carbon dioxide emissions from the water surface measured in situ with an LGR greenhouse gas analyzer,,milligramsPerSquareMeterPerDay,00000014,,
doi:10.18739/A2357G,alex_fiord_mesic_tndr.txt,Net,Net carbon dioxide exchange (umol m-2 s-1),,micromolesPerSquareMeterPerSecond,00000014,,
doi:10.18739/A2QV8B,alex_fiord_dry_tndr.txt,Net,Net carbon dioxide exchange (umol m-2 s-1),,micromolesPerSquareMeterPerSecond,00000014,,
doi:10.18739/A2VP16,alex_fiord_wet_tndr.txt,Net,Net carbon dioxide exchange (umol m-2 s-1),,micromolesPerSquareMeterPerSecond,00000014,,
doi:10.18739/A2N562,JEco_HerbEx.csv,NEE,Net ecosystem CO2 exchange in g C/m^2/day,,gramsPerSquareMeterPerDay,00000014,,
doi:10.18739/A20C33,BEC_2006_JuneAug_v.txt,NEE,net ecosystem exchange,,micromolsPerSquareMeterPerSecond,00000014,,
doi:10.18739/A20C33,BEN_2008_12June_31Aug_v.txt,NEE,net ecosystem exchange,,micromolsPerSquareMeterPerSecond,00000014,,
doi:10.18739/A20C33,BEN_2007_12June_31Aug_v.txt,NEE,net ecosystem exchange,,micromolsPerSquareMeterPerSecond,00000014,,
doi:10.18739/A20C33,BEN_2005_JulyAug_v.txt,NEE,net ecosystem exchange,,micromolsPerSquareMeterPerSecond,00000014,,
doi:10.18739/A20C33,BES_2006_JuneAug_v.txt,NEE,net ecosystem exchange,,micromolsPerSquareMeterPerSecond,00000014,,
doi:10.18739/A20C33,BES_2008_12June_31Aug_v.txt,NEE,net ecosystem exchange,,micromolsPerSquareMeterPerSecond,00000014,,
doi:10.18739/A20C33,BEC_2008_12June_31Aug_v.txt,NEE,net ecosystem exchange,,micromolsPerSquareMeterPerSecond,00000014,,
doi:10.18739/A20C33,BES_2007_12JuneAug_v.txt,NEE,net ecosystem exchange,,micromolsPerSquareMeterPerSecond,00000014,,
doi:10.18739/A20C33,BES_2005_12JuneAug_v.txt,NEE,net ecosystem exchange,,micromolsPerSquareMeterPerSecond,00000014,,
doi:10.18739/A20C33,BEC_2005_12JuneAug_v.txt,NEE,net ecosystem exchange,,micromolsPerSquareMeterPerSecond,00000014,,
doi:10.18739/A20C33,BEN_2006_12JuneAug_v.txt,NEE,net ecosystem exchange,,micromolsPerSquareMeterPerSecond,00000014,,
doi:10.18739/A20C33,BEC_2007_12June_31Aug_v.txt,NEE,net ecosystem exchange,,micromolsPerSquareMeterPerSecond,00000014,,
doi:10.18739/A20K2S,thule_plot_flux_2013.csv,nee,net ecosystem exchange,,micromolsPerSquareMeterPerSecond,00000014,,
doi:10.18739/A2RS2P,AMF_US-EML_BASE_HH_1-4.csv,NEE_PI_F,"Net Ecosystem Exchange; With qualifier '_PI_F' (Provided by PI / tower team); Use: network team only; Details: _PI indicates a variable that has been QA/QC filtered or gap-filled by the tower team, independently of network QA/QC or gap-filling processing.; (Gap-filled variable); Use: tower team or network team; Details: _F indicates that the variable has been gap-filled.",,micromolesPerMeterSquaredPerSecond,00000014,,
doi:10.18739/A2129K,AMF_US-Atq_BASE_HH_1-1.csv,NEE_PI,"Net Ecosystem Exchange; With qualifier '_PI' (Provided by PI / tower team); Use: network team only; Details: _PI indicates a variable that has been QA/QC filtered or gap-filled by the tower team, independently of network QA/QC or gap-filling processing.",,micromolesPerMeterSquaredPerSecond,00000014,,
doi:10.18739/A24S23,AMF_CA-Qfo_BASE_HH_1-1.csv,NEE_PI,"Net Ecosystem Exchange; With qualifier '_PI' (Provided by PI / tower team); Use: network team only; Details: _PI indicates a variable that has been QA/QC filtered or gap-filled by the tower team, independently of network QA/QC or gap-filling processing.",,micromolesPerMeterSquaredPerSecond,00000014,,
doi:10.18739/A27C6D,AMF_US-Ivo_BASE_HH_2-1.csv,NEE_PI,"Net Ecosystem Exchange; With qualifier '_PI' (Provided by PI / tower team); Use: network team only; Details: _PI indicates a variable that has been QA/QC filtered or gap-filled by the tower team, independently of network QA/QC or gap-filling processing.",,micromolesPerMeterSquaredPerSecond,00000014,,
doi:10.18739/A2858D,AMF_CA-Ojp_BASE_HH_1-1.csv,NEE_PI,"Net Ecosystem Exchange; With qualifier '_PI' (Provided by PI / tower team); Use: network team only; Details: _PI indicates a variable that has been QA/QC filtered or gap-filled by the tower team, independently of network QA/QC or gap-filling processing.",,micromolesPerMeterSquaredPerSecond,00000014,,
doi:10.18739/A2C289,AMF_US-ICt_BASE_HH_2-1.csv,NEE_PI,"Net Ecosystem Exchange; With qualifier '_PI' (Provided by PI / tower team); Use: network team only; Details: _PI indicates a variable that has been QA/QC filtered or gap-filled by the tower team, independently of network QA/QC or gap-filling processing.",,micromolesPerMeterSquaredPerSecond,00000014,,
doi:10.18739/A2CZ88,AMF_CA-Oas_BASE_HH_1-1.csv,NEE_PI,"Net Ecosystem Exchange; With qualifier '_PI' (Provided by PI / tower team); Use: network team only; Details: _PI indicates a variable that has been QA/QC filtered or gap-filled by the tower team, independently of network QA/QC or gap-filling processing.",,micromolesPerMeterSquaredPerSecond,00000014,,
doi:10.18739/A2H29X,AMF_US-ICs_BASE_HH_2-1.csv,NEE_PI,"Net Ecosystem Exchange; With qualifier '_PI' (Provided by PI / tower team); Use: network team only; Details: _PI indicates a variable that has been QA/QC filtered or gap-filled by the tower team, independently of network QA/QC or gap-filling processing.",,micromolesPerMeterSquaredPerSecond,00000014,,
doi:10.18739/A2HW0S,AMF_CA-Man_BASE_HH_2-1.csv,NEE_PI,"Net Ecosystem Exchange; With qualifier '_PI' (Provided by PI / tower team); Use: network team only; Details: _PI indicates a variable that has been QA/QC filtered or gap-filled by the tower team, independently of network QA/QC or gap-filling processing.",,micromolesPerMeterSquaredPerSecond,00000014,,
doi:10.18739/A2MW0Q,AMF_US-ICh_BASE_HH_2-1.csv,NEE_PI,"Net Ecosystem Exchange; With qualifier '_PI' (Provided by PI / tower team); Use: network team only; Details: _PI indicates a variable that has been QA/QC filtered or gap-filled by the tower team, independently of network QA/QC or gap-filling processing.",,micromolesPerMeterSquaredPerSecond,00000014,,
doi:10.18739/A2NS1C,AMF_CA-Gro_BASE_HH_1-1.csv,NEE_PI,"Net Ecosystem Exchange; With qualifier '_PI' (Provided by PI / tower team); Use: network team only; Details: _PI indicates a variable that has been QA/QC filtered or gap-filled by the tower team, independently of network QA/QC or gap-filling processing.",,micromolesPerMeterSquaredPerSecond,00000014,,
doi:10.18739/A2WK4M,AMF_US-Brw_BASE_HH_2-1.csv,NEE_PI,"Net Ecosystem Exchange; With qualifier '_PI' (Provided by PI / tower team); Use: network team only; Details: _PI indicates a variable that has been QA/QC filtered or gap-filled by the tower team, independently of network QA/QC or gap-filling processing.",,micromolesPerMeterSquaredPerSecond,00000014,,
doi:10.18739/A2469W,NEE.csv,flux,Soil CO2 flux measurement,,microMolesPerSquareMeterPerSecond,00000014,,
doi:10.18739/A2Z86W,thule_ecosystem_flux.csv,NET_ECOSYSTEM_EXCHANGE,The mean net ecosystem carbon dioxide exchange of three measurements(umol m-2 s-1),,micromolesPerSquareMeterPerSecond,00000014,,
https://pasta.lternet.edu/package/metadata/eml/knb-lter-arc/20055/2,2016jschedlbauer_transplant_Sagwon ACi Rd data_csv,Photo,Net photosynthetic rate (mmol m-2 s-1),Photo,millimolePerMeterSquaredPerSecond,00000015,SC,
https://pasta.lternet.edu/package/metadata/eml/knb-lter-arc/20055/2,2016jschedlbauer_transplant_Toolik ACi Rd data_csv,Photo,Net photosynthetic rate (mmol m-2 s-1),Photo,millimolePerMeterSquaredPerSecond,00000015,SC,
doi:10.18739/A2357G,alex_fiord_mesic_tndr.txt,Photo,Photosynthesis (umol m-2 s-1),,micromolesPerSquareMeterPerSecond,00000015,,"This measurement is an average over six plots... not sure if it can represent the entire ecosystem.  If not, new term is needed; ENVO_02500007"
doi:10.18739/A2PP21,Toolik_Dry_Tundra_Flux.csv,Photo,Photosynthesis (umol m-2 s-1),,micromolesPerSquareMeterPerSecond,00000015,,"This measurement is an average over six plots... not sure if it can represent the entire ecosystem.  If not, new term is needed; ENVO_02500007"
doi:10.18739/A2QV8B,alex_fiord_dry_tndr.txt,Photo,Photosynthesis (umol m-2 s-1),,micromolesPerSquareMeterPerSecond,00000015,,"This measurement is an average over six plots... not sure if it can represent the entire ecosystem.  If not, new term is needed; ENVO_02500007"
doi:10.18739/A2VP16,alex_fiord_wet_tndr.txt,Photo,Photosynthesis (umol m-2 s-1),,micromolesPerSquareMeterPerSecond,00000015,,"This measurement is an average over six plots... not sure if it can represent the entire ecosystem.  If not, new term is needed; ENVO_02500007"
doi:10.18739/A2HC5H,moss_respiration.csv,Respiration (mg CO2 g-1 hr-1),Respiration (mg CO2 g-1 hr-1),,milligramsPerGramPerHour,00000016,,
doi:10.18739/A2HC5H,leaf_respiration.csv,Respiration (mg CO2 g-1 hr-1),Respiration (mg CO2 g-1 hr-1),,milligramsPerGramPerHour,00000016,,
doi:10.18739/A2HC5H,wood_respiration.csv,Respiration (mg CO2 g-1 hr-1),Respiration (mg CO2 g-1 hr-1),,milligramsPerGramPerHour,00000016,,
doi:10.18739/A2HC5H,lichen_respiration.csv,Respiration (mg CO2 g-1 hr-1),Respiration (mg CO2 g-1 hr-1),,milligramsPerGramPerHour,00000016,,
doi:10.18739/A2HC5H,root_respiration.csv,Respiration (mg CO2 g-1 hr-1),Respiration (mg CO2 g-1 hr-1),,milligramsPerGramPerHour,00000016,,
doi:10.18739/A2HC5H,Sheet1_ecosystem_respiration.csv,Respiration (umol CO2 m-2 s-1),Respiration (umol CO2 m-2 s-1),,micromolesPerSquareMeterPerSecond,00000016,,
doi:10.18739/A2RS2P,AMF_US-EML_BASE_HH_1-4.csv,GPP_PI_F,"Gross Primary Productivity; With qualifier '_PI_F' (Provided by PI / tower team); Use: network team only; Details: _PI indicates a variable that has been QA/QC filtered or gap-filled by the tower team, independently of network QA/QC or gap-filling processing.; (Gap-filled variable); Use: tower team or network team; Details: _F indicates that the variable has been gap-filled.",,micromolesPerMeterSquaredPerSecond,00000020,,
doi:10.18739/A2RG3Z,Gert_SUBICE_chukchiSea_2014.csv,PE_Pmax,Maximum photosynthetic rate (from P-E curves),,milligramCPerMicrogramChlorophyllAPerHour,00000064,,
doi:10.18739/A2357G,alex_fiord_mesic_tndr.txt,Photo,Photosynthesis (umol m-2 s-1),,micromolesPerSquareMeterPerSecond,00000064,,
doi:10.18739/A2PP21,Toolik_Dry_Tundra_Flux.csv,Photo,Photosynthesis (umol m-2 s-1),,micromolesPerSquareMeterPerSecond,00000064,,
doi:10.18739/A2QV8B,alex_fiord_dry_tndr.txt,Photo,Photosynthesis (umol m-2 s-1),,micromolesPerSquareMeterPerSecond,00000064,,
doi:10.18739/A2VP16,alex_fiord_wet_tndr.txt,Photo,Photosynthesis (umol m-2 s-1),,micromolesPerSquareMeterPerSecond,00000064,,
doi:10.18739/A2PP21,Toolik_Dry_Tundra_Flux.csv,StdDev_Ps,Standard deviation for photosynthesis data,,dimensionless,00000064,,
doi:10.18739/A2Z86W,thule_ecosystem_flux.csv,PHOTOSYNTHESIS,The mean gross photosynthesis of three measurements (umol m-2 s-1),,micromolesPerSquareMeterPerSecond,00000064,,
doi:10.18739/A2QC40,SUPER_2014.csv,Flux,The flux across the air-sea surface.,Calculated Flux,millimolesPerMeterPerDay,00000201,,
doi:10.18739/A2QC40,SUPER_2012.csv,Flux,The flux across the air-sea surface.,Calculated Flux,millimolesPerMeterPerDay,00000201,,
doi:10.18739/A2QC40,SUPER_2013.csv,Flux,The flux across the air-sea surface.,Calculated Flux,millimolesPerMeterPerDay,00000201,,
doi:10.18739/A25T3FZ8X,npeo2012_bottle.csv,N+N,N+N measurement,,micromole,00000512,SC,
doi:10.18739/A25T3FZ8X,NPEOchemdata2011.csv,N+N,N+N measurement,,micromole,00000512,SC,
https://pasta.lternet.edu/package/metadata/eml/knb-lter-arc/20049/3,2012amkSpiderWarmingExperiment_Data_MiteSoilPredSurfPredBacFun_csv,BacterialBiomass,Bacterial biomass,BacterialBiomass,milligramPerGram,00000513,SC,
https://pasta.lternet.edu/package/metadata/eml/knb-lter-arc/20049/3,2012amkSpiderWarmingExperiment_Data_MiteSoilPredSurfPredBacFun_csv,FungalBiomass,Fungal biomass,FungalBiomass,milligramPerGram,00000513,SC,
doi:10.18739/A2HC5H,Sheet3_ecosystem_respiration.csv,Flux,Flux,,Unit not found in metadata,00000514,,
urn:uuid:8400608d-cecd-4b48-a446-4dacf4b43435,SWL15_Bottle_data v2.csv,chl_a_conc,Chlorophyll a concentration,,microgramsPerLiter,00000516,,
doi:10.18739/A22V25,SWL16_Bottle_data.csv,chla,"Chlorophyll a concentration, based upon at sea measurements, Welschmeyer method and Turner Designs fluorometer",,microgramsPerLiter,00000516,,
doi:10.18739/A2RG3Z,Gert_SUBICE_chukchiSea_2014.csv,CHLORA,Chlorophyll A measurement,,microgramsPerLiter,00000516,,
urn:uuid:efa91a9b-c01f-46eb-9900-1ae38aa24573,ArcticEIS_CTD.csv,Chlorophyll_A,Chlorophyll A measurement,,microgramsPerLiter,00000516,,
doi:10.18739/A22V25,SWL16_Bottle_data.csv,Chl_a_Frey,Chlorophyll a measurement at Clark University based upon frozen filters ,,microgramsPerLiter,00000516,SC,
doi:10.18739/A2D79596Q,ZODIAC_Lomas_Krause_Data.csv,Chl_a,Chlorophyll a sampling,,microgramsPerLiter,00000516,SC,
doi:10.18739/A2RG3Z,Gert_SUBICE_chukchiSea_2014.csv,CHLORA_STDEV,Chlorophyll A standard deviation,,dimensionless,00000516,,
doi:10.18739/A2N29P623,CALON_FreyBGCSamples_FinalADC.csv,Chlorophyll-a (ug/L),Concentration of Chlorophyll-a (ug/L),Chlorophyll-a (ug/L),microgramsPerLiter,00000516,SC,
urn:uuid:8400608d-cecd-4b48-a446-4dacf4b43435,SWL15_Bottle_data v2.csv,Chl_a,Measurements at Clark University based upon frozen filters,,microgramsPerLiter,00000516,,
doi:10.18739/A25H7BT2D,2016_Mooring_A.csv,Chl-a,The concentration of chlorophyll.,Chl-a,microgramsPerLiter,00000516,SC,
doi:10.18739/A25H7BT2D,2016_Mooring_D.csv,Chl-a,The concentration of chlorophyll.,Chl-a,microgramsPerLiter,00000516,SC,
doi:10.18739/A2786C,council1999_cfore_climate_99.txt,FH1_QV,1 Organic soil moisture content using algorithm of Hinzman (%),,Unit not found in metadata,00000517,SC,
doi:10.18739/A2786C,council1999_cwood_climate_99.txt,MH1_QV,1 Organic soil moisture content using algorithm of Hinzman (%),,Unit not found in metadata,00000517,SC,
doi:10.18739/A2786C,council1999_clows_climate_99.txt,MH1_QV,1 Organic soil moisture content using algorithm of Hinzman (%),,Unit not found in metadata,00000517,SC,
doi:10.18739/A2786C,council1999_cburn_climate_99.txt,MH1_QV,1 Organic soil moisture content using algorithm of Hinzman (%),,Unit not found in metadata,00000517,SC,
doi:10.18739/A2786C,council1999_cshrb_climate_99.txt,MH1_QV,1 Organic soil moisture content using algorithm of Hinzman (%),,Unit not found in metadata,00000517,SC,
doi:10.18739/A2786C,council1999_ctund_climate_99.txt,TH1_QV,1 Organic soil moisture content using algorithm of Hinzman (%),,Unit not found in metadata,00000517,SC,
doi:10.18739/A2786C,council1999_cfore_climate_99.txt,FH2_QV,2 Organic soil moisture content using algorithm of Hinzman (%),,Unit not found in metadata,00000517,SC,
doi:10.18739/A2786C,council1999_cwood_climate_99.txt,MH2_QV,2 Organic soil moisture content using algorithm of Hinzman (%),,Unit not found in metadata,00000517,SC,
doi:10.18739/A2786C,council1999_cshrb_climate_99.txt,MH2_QV,2 Organic soil moisture content using algorithm of Hinzman (%),,Unit not found in metadata,00000517,SC,
doi:10.18739/A2786C,council1999_clows_climate_99.txt,MH2_QV,2 Organic soil moisture content using algorithm of Hinzman (%),,Unit not found in metadata,00000517,SC,
doi:10.18739/A2786C,council1999_cburn_climate_99.txt,MH2_QV,2 Organic soil moisture content using algorithm of Hinzman (%),,Unit not found in metadata,00000517,SC,
doi:10.18739/A2786C,council1999_ctund_climate_99.txt,TH2_QV,2 Organic soil moisture content using algorithm of Hinzman (%),,Unit not found in metadata,00000517,SC,
doi:10.18739/A2786C,council1999_cfore_climate_99.txt,FH3_QV,3 Organic soil moisture content using algorithm of Hinzman (%),,Unit not found in metadata,00000517,SC,
doi:10.18739/A2786C,council1999_cshrb_climate_99.txt,MH3_QV,3 Organic soil moisture content using algorithm of Hinzman (%),,Unit not found in metadata,00000517,SC,
doi:10.18739/A2786C,council1999_cburn_climate_99.txt,MH3_QV,3 Organic soil moisture content using algorithm of Hinzman (%),,Unit not found in metadata,00000517,SC,
doi:10.18739/A2786C,council1999_cwood_climate_99.txt,MH3_QV,3 Organic soil moisture content using algorithm of Hinzman (%),,Unit not found in metadata,00000517,SC,
doi:10.18739/A2786C,council1999_clows_climate_99.txt,MH3_QV,3 Organic soil moisture content using algorithm of Hinzman (%),,Unit not found in metadata,00000517,SC,
doi:10.18739/A2786C,council1999_ctund_climate_99.txt,TH3_QV,3 Organic soil moisture content using algorithm of Hinzman (%),,Unit not found in metadata,00000517,SC,
doi:10.18739/A2786C,council1999_cfore_climate_99.txt,FH4_QV,4 Organic soil moisture content using algorithm of Hinzman (%),,Unit not found in metadata,00000517,SC,
doi:10.18739/A2786C,council1999_cwood_climate_99.txt,MH4_QV,4 Organic soil moisture content using algorithm of Hinzman (%),,Unit not found in metadata,00000517,SC,
doi:10.18739/A2786C,council1999_cburn_climate_99.txt,MH4_QV,4 Organic soil moisture content using algorithm of Hinzman (%),,Unit not found in metadata,00000517,SC,
doi:10.18739/A2786C,council1999_cshrb_climate_99.txt,MH4_QV,4 Organic soil moisture content using algorithm of Hinzman (%),,Unit not found in metadata,00000517,SC,
doi:10.18739/A2786C,council1999_clows_climate_99.txt,MH4_QV,4 Organic soil moisture content using algorithm of Hinzman (%),,Unit not found in metadata,00000517,SC,
doi:10.18739/A2786C,council1999_ctund_climate_99.txt,TH4_QV,4 Organic soil moisture content using algorithm of Hinzman (%),,Unit not found in metadata,00000517,SC,
doi:10.18739/A2786C,council1999_cfore_climate_99.txt,FH5_QV,5 Organic soil moisture content using algorithm of Hinzman (%),,Unit not found in metadata,00000517,SC,
doi:10.18739/A2786C,council1999_ctund_climate_99.txt,TH5_QV,5 Organic soil moisture content using algorithm of Hinzman (%),,Unit not found in metadata,00000517,SC,
doi:10.18739/A2786C,council1999_cfore_climate_99.txt,FH6_QV,6 Organic soil moisture content using algorithm of Hinzman (%),,Unit not found in metadata,00000517,SC,
doi:10.18739/A2786C,council1999_ctund_climate_99.txt,TH6_QV,6 Organic soil moisture content using algorithm of Hinzman (%),,Unit not found in metadata,00000517,SC,
doi:10.18739/A2786C,council1999_cfore_climate_99.txt,FH7_QV,7 Organic soil moisture content using algorithm of Hinzman (%),,Unit not found in metadata,00000517,SC,
doi:10.18739/A2786C,council1999_ctund_climate_99.txt,TH7_QV,7 Organic soil moisture content using algorithm of Hinzman (%),,Unit not found in metadata,00000517,SC,
https://pasta.lternet.edu/package/metadata/eml/knb-lter-arc/20049/3,2012amkSpiderWarmingExperiment_Data_MiteSoilPredSurfPredBacFun_csv,AvSoilMoisture,Average soil moisture in experimental plot during 2012 summer season,AvSoilMoisture,percent,00000517,SC,
https://pasta.lternet.edu/package/metadata/eml/knb-lter-arc/20049/3,2012amkSpiderWarmingExperiment_Data_SoilNutrients_csv,AvSoilMoisture,Average soil moisture in experimental plot during 2012 summer season,AvSoilMoisture,percent,00000517,SC,
https://pasta.lternet.edu/package/metadata/eml/knb-lter-arc/20049/3,2012amkSpiderWarmingExperiment_Colombolla_csv,AvSoilMoisture,Average soil moisture in experimental plot during 2012 summer season,AvSoilMoisture,percent,00000517,SC,
doi:10.18739/A2786C,ivotuk1998_ishrb_climate_98.txt,H1_QVM,Organic water content using hinzmans polynomial calibration,,Unit not found in metadata,00000517,SC,
doi:10.18739/A2786C,ivotuk1998_imoss_climate_98.txt,H1_QVM,Organic water content using hinzmans polynomial calibration,,Unit not found in metadata,00000517,SC,
doi:10.18739/A2786C,ivotuk1998_imnt_climate_98.txt,H1_QVM,Organic water content using hinzmans polynomial calibration,,Unit not found in metadata,00000517,SC,
doi:10.18739/A2786C,ivotuk1998_imat_climate_98.txt,H1_QVS,Organic water content using hinzmans polynomial calibration,,Unit not found in metadata,00000517,SC,
doi:10.18739/A2786C,ivotuk1998_imnt_climate_98.txt,H2_QVM,Organic water content using hinzmans polynomial calibration,,Unit not found in metadata,00000517,SC,
doi:10.18739/A2786C,ivotuk1998_imoss_climate_98.txt,H2_QVM,Organic water content using hinzmans polynomial calibration,,Unit not found in metadata,00000517,SC,
doi:10.18739/A2786C,ivotuk1998_ishrb_climate_98.txt,H2_QVM,Organic water content using hinzmans polynomial calibration,,Unit not found in metadata,00000517,SC,
doi:10.18739/A2786C,ivotuk1998_imat_climate_98.txt,H2_QVS,Organic water content using hinzmans polynomial calibration,,Unit not found in metadata,00000517,SC,
doi:10.18739/A2786C,ivotuk1998_imoss_climate_98.txt,H3_QVM,Organic water content using hinzmans polynomial calibration,,,00000517,SC,
doi:10.18739/A2786C,ivotuk1998_ishrb_climate_98.txt,H3_QVM,Organic water content using hinzmans polynomial calibration,,,00000517,SC,
doi:10.18739/A2786C,ivotuk1998_imnt_climate_98.txt,H3_QVM,Organic water content using hinzmans polynomial calibration,,Unit not found in metadata,00000517,SC,
doi:10.18739/A2786C,ivotuk1998_imat_climate_98.txt,H3_QVS,Organic water content using hinzmans polynomial calibration,,Unit not found in metadata,00000517,SC,
doi:10.18739/A2786C,ivotuk1998_imoss_climate_98.txt,H4_QVM,Organic water content using hinzmans polynomial calibration,,,00000517,SC,
doi:10.18739/A2786C,ivotuk1998_ishrb_climate_98.txt,H4_QVM,Organic water content using hinzmans polynomial calibration,,,00000517,SC,
doi:10.18739/A2786C,ivotuk1998_imnt_climate_98.txt,H4_QVM,Organic water content using hinzmans polynomial calibration,,Unit not found in metadata,00000517,SC,
doi:10.18739/A2786C,ivotuk1998_imat_climate_98.txt,H4_QVS,Organic water content using hinzmans polynomial calibration,,Unit not found in metadata,00000517,SC,
doi:10.18739/A2C29P,Polaris_2017_Lake_Sediment.csv,%soil moisture,Percent moisture in the sedminet: (wet - dry weight)/wet weight * 100,,dimensionless,00000517,SC,
doi:10.18739/A23K4G,Polaris_2017_Soil.csv,% soil moisture,Percent moisture in the soil: (wet - dry weight)/wet weight * 100,,dimensionless,00000517,SC,
doi:10.18739/A2KK3F,Polaris_2017_Permafrost.csv,soil moisture %,Percent moisture in the soil: (wet - dry weight)/wet weight * 100,,dimensionless,00000517,SC,
doi:10.18739/A2KW57H4V,YKD_soil_permafrost.csv,Soil_moisture,Percent moisture in the soil: (wet - dry weight)/wet weight * 100,,percent,00000517,SC,
doi:10.18739/A2VQ2S94D,cherskiy_intensive_soils.csv,soil_moisture_percent,"Percent of moisture in the soil, calculated by subtracting the dry weight from the wet weight and dividing by the dry weight.",Soil Moisture (%),number,00000517,SC,
doi:10.18739/A2VQ2S94D,duck_soils.csv,soil_moisture_percent,"Percent of moisture in the soil, calculated by subtracting the dry weight from the wet weight and dividing by the dry weight.",Soil Moisture (%),number,00000517,SC,
doi:10.18739/A22T1F,Ludwig_archive.csv,%_Moisture,Percent soil moisture,,dimensionless,00000517,SC,
doi:10.18739/A2XG9F982,2015_McLaren_FGR_Data.txt,MBC,Soil moisture measurement in top 10 cm (in percent),,dimensionless,00000517,SC,
doi:10.18739/A2GW0G,ALL SOIL DATA_for submission.csv,soilmoistureperc,soil moisture on a dry weight basis (%),,dimensionless,00000517,SC,
doi:10.18739/A2HC5H,Sheet1_ecosystem_respiration.csv,"Soil water content (0-12 cm, %)","Soil water content (0-12 cm, %)",,dimensionless,00000517,SC,
doi:10.18739/A2RS2P,AMF_US-EML_BASE_HH_1-4.csv,SWC,"Soil water content (volumetric), range 0-100",,dimensionless,00000517,SC,
doi:10.18739/A2129K,AMF_US-Atq_BASE_HH_1-1.csv,SWC_1,"Soil water content (volumetric), range 0-100; With qualifier '_#' (Aggregation layer index); Use: tower team or network team; Details: Variables with the same base name and the same height / depth but different horizontal positions can be aggregated. This aggregation across a horizontal plane represents the footprint at a given layer. The _# qualifier is replaced by a numerical index indicating the layer���s relative height / depth position.; Note: An aggregated layer index may not be needed for variables that are representative of the tower footprint, either through aggregation or spatial resolution (see note in example after 3.4.4). There are a few exceptions like soil temperature where the qualifiers are always needed to indicate layer depth.",,dimensionless,00000517,SC,
doi:10.18739/A2129K,AMF_US-Atq_BASE_HH_1-1.csv,SWC_2,"Soil water content (volumetric), range 0-100; With qualifier '_#' (Aggregation layer index); Use: tower team or network team; Details: Variables with the same base name and the same height / depth but different horizontal positions can be aggregated. This aggregation across a horizontal plane represents the footprint at a given layer. The _# qualifier is replaced by a numerical index indicating the layer���s relative height / depth position.; Note: An aggregated layer index may not be needed for variables that are representative of the tower footprint, either through aggregation or spatial resolution (see note in example after 3.4.4). There are a few exceptions like soil temperature where the qualifiers are always needed to indicate layer depth.",,dimensionless,00000517,SC,
doi:10.18739/A24S23,AMF_CA-Qfo_BASE_HH_1-1.csv,SWC_1,"Soil water content (volumetric), range 0-100; With qualifier '_#' (Aggregation layer index); Use: tower team or network team; Details: Variables with the same base name and the same height / depth but different horizontal positions can be aggregated. This aggregation across a horizontal plane represents the footprint at a given layer. The _# qualifier is replaced by a numerical index indicating the layer���s relative height / depth position.; Note: An aggregated layer index may not be needed for variables that are representative of the tower footprint, either through aggregation or spatial resolution (see note in example after 3.4.4). There are a few exceptions like soil temperature where the qualifiers are always needed to indicate layer depth.",,dimensionless,00000517,SC,
doi:10.18739/A24S23,AMF_CA-Qfo_BASE_HH_1-1.csv,SWC_2,"Soil water content (volumetric), range 0-100; With qualifier '_#' (Aggregation layer index); Use: tower team or network team; Details: Variables with the same base name and the same height / depth but different horizontal positions can be aggregated. This aggregation across a horizontal plane represents the footprint at a given layer. The _# qualifier is replaced by a numerical index indicating the layer���s relative height / depth position.; Note: An aggregated layer index may not be needed for variables that are representative of the tower footprint, either through aggregation or spatial resolution (see note in example after 3.4.4). There are a few exceptions like soil temperature where the qualifiers are always needed to indicate layer depth.",,dimensionless,00000517,SC,
doi:10.18739/A27C6D,AMF_US-Ivo_BASE_HH_2-1.csv,SWC_1,"Soil water content (volumetric), range 0-100; With qualifier '_#' (Aggregation layer index); Use: tower team or network team; Details: Variables with the same base name and the same height / depth but different horizontal positions can be aggregated. This aggregation across a horizontal plane represents the footprint at a given layer. The _# qualifier is replaced by a numerical index indicating the layer���s relative height / depth position.; Note: An aggregated layer index may not be needed for variables that are representative of the tower footprint, either through aggregation or spatial resolution (see note in example after 3.4.4). There are a few exceptions like soil temperature where the qualifiers are always needed to indicate layer depth.",,dimensionless,00000517,SC,
doi:10.18739/A27C6D,AMF_US-Ivo_BASE_HH_2-1.csv,SWC_2,"Soil water content (volumetric), range 0-100; With qualifier '_#' (Aggregation layer index); Use: tower team or network team; Details: Variables with the same base name and the same height / depth but different horizontal positions can be aggregated. This aggregation across a horizontal plane represents the footprint at a given layer. The _# qualifier is replaced by a numerical index indicating the layer���s relative height / depth position.; Note: An aggregated layer index may not be needed for variables that are representative of the tower footprint, either through aggregation or spatial resolution (see note in example after 3.4.4). There are a few exceptions like soil temperature where the qualifiers are always needed to indicate layer depth.",,dimensionless,00000517,SC,
